SpeciesID,Path,AnnotationLevel,NumGenes,ContigInfo,NumContigs,LocusFraction,Locus
adder,igdetective_cleaned_112925/Reptiles/Snakes_Cobras_Rattlesnakes/adder/rVipBer3.hap1.1,0,37.0,"[('OZ077572.1', 9283860, 9407520)]",1,0.0085605437987492,IGL
Hungarian_meadow_viper,igdetective_cleaned_112925/Reptiles/Snakes_Cobras_Rattlesnakes/Hungarian_meadow_viper/rVipUrs1.1,0,41.0,"[('OX365979.1', 4761128, 4882387)]",1,0.0088251789395114,IGL
snub-nosed_viber,igdetective_cleaned_112925/Reptiles/Snakes_Cobras_Rattlesnakes/snub-nosed_viber/rVipLat1.pri,0,40.0,"[('CM044367.1', 8840953, 8958148)]",1,0.008418166863087,IGL
Smiths_blind_skink,igdetective_cleaned_112925/Reptiles/Legless_lizards_Blind_Skinks/Smiths_blind_skink/rDibSmi1.hap1,3,0.0,"[('NA', 'NA', 'NA')]",1,NA,IGL
Eastern_musk_turtle,igdetective_cleaned_112925/Reptiles/Mud_Musk_turtles/Eastern_musk_turtle/rSteOdo2_p1.0,0,45.0,"[('JAVMKO010000015.1', 10422801, 10625018)]",1,0.0077359237343359,IGL
olive_python,igdetective_cleaned_112925/Reptiles/Snakes_Pythons/olive_python/rLiaOli1.hap1,0,92.0,"[('CM061364.1', 7473947, 7847546)]",1,0.022753152181784,IGL
viper_boa,igdetective_cleaned_112925/Reptiles/Snakes_Boas_/viper_boa/rCanAsp1.hap2,0,106.0,"[('NC_086167.1', 8950279, 9429173)]",1,0.027803368215028,IGL
stout_iguana,igdetective_cleaned_112925/Reptiles/Iguanas/stout_iguana/rCycPin1.hap1,0,153.0,"[('CM059615.1', 10901881, 11593689)]",1,0.0337372046498674,IGL
Filfola_wall_lizard,igdetective_cleaned_112925/Reptiles/Wall_lizards/Filfola_wall_lizard/rPodFil1,0,111.0,"[('OZ185452.1', 26012001.0, 27598949.0)]",1,0.0376956678894761,IGL
Ibiza_wall_lizard,igdetective_cleaned_112925/Reptiles/Wall_lizards/Ibiza_wall_lizard/rPodPit1,0,120.0,"[('OZ067053.1', 26269023, 27929255)]",1,0.0389403585558729,IGL
Bocages_wall_lizard,igdetective_cleaned_112925/Reptiles/Wall_lizards/Bocages_wall_lizard/rPodBoc1,0,68.0,"[('OZ076902.1', 15685000.0, 17150853.0)]",1,0.0328488920667418,IGL
Andalusian_wall_lizard,igdetective_cleaned_112925/Reptiles/Wall_lizards/Andalusian_wall_lizard/rPodVau1.hap1.1,0,79.0,"[('OZ220378.1', 27102999.0, 29037040.0)]",1,0.0430242085014834,IGL
sand_lizard,igdetective_cleaned_112925/Reptiles/Wall_lizards/sand_lizard/rLacAgi1.pri,0,69.0,"[('NC_046328.1', 13434942.0, 13750852.0)]",1,0.0078866694266223,IGL
Tyrrhenian_wall_lizard,igdetective_cleaned_112925/Reptiles/Wall_lizards/Tyrrhenian_wall_lizard/rPodTil1,0,226.0,"[('OZ229125.1', 26583047.0, 28602788.0)]",1,0.0471765081501676,IGL
